Sort_ID,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Checker,Country,Region,Site_name,Site_ID,Paper_year,Study_midyear,YearsOfData,Annual_coverage,Latitude,Longitude,Elevation,MAT,MAP,MPET,Study_temp,Study_precip,Manipulation,Manipulation_level,Manipulation_age,IGBP,Ecosystem_age,Species,Leaf_habit,Ecosystem_state,LAI,Soil_family,Soil_texture,Soil_sand,Soil_silt,Soil_clay,Soil_rock,Soil_depth,Soil_BD,Soil_pH,Soil_SAR,Soil_SOC,Soil_C_stock,Soil_N,Soil_CN,Crust,Ksat,E,I30,EI30_R,K,L,Slope,Plant_cover_C,P,Meas_method,Method_details,Study_area,Field_scale,Field_area,Measure_time,Measure_interval,Replication,ER_annual_paper,ER_annual_units,Convertor,ER_annual,ER_Sedt_se,ER_Sedt_sd,ER_max,ER_maxday,Sediment_annual,Runoff_annual,Runoff_se,Runoff_sd,Runoff_max,Runoff_max_day,Leaching,Leaching_unit,Leaching_type,Data_source,Notes,Comments1,Comments2,Comment3
4893,2021-08-25,550,Tiessen,,,XD,JJ,Canada,Atlantic Canada, Grand Falls,CA-AC-YR16,2009,2005,1,1,47,-67.7,220,3.50,1134.00,,,1382,,,,CRO,,Barley,Deciduous,Managed,,Orthic  Humo Ferric Podzols,Sandy loam,,,,,,,,,,,,,,,,,,,500,5.729577951,,,Tracer,Caesium 137,,Catchment,43000,,,,,,,2.7,,,,,,5.2,,,,,,,,Table 1,,,,
4894,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P1,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Conventional tillage,Maize–bean regional control,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,47.8,,,,,,10.64,,,,,,,,Table 3,,"Fig. 8, 10-50 deleted",,
4895,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P2,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Mulch,Maize–bean +light mulch,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,0.3,,,,,,1.216,,,,,,,,Table 3,,"Fig. 8, 10-50 deleted",,
4896,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P3,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,"Mulch,Hed",Maize–bean+ light mulch + hedges,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,0.1,,,,,,0.912,,,,,,,,Table 3,,"Fig. 8, 10-50 deleted",,
4897,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P4,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Hed,Maize–bean+ hedges,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,31.2,,,,,,5.472,,,,,,,,Table 3,,"Fig. 8, 10-50 deleted",,
4898,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P5,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Bare,Bare cultivated fallow,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,118.9,,,,,,15.504,,,,,,,,Table 3,,"Fig. 8, 10-50 deleted",,
4899,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P1,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Conventional tillage,Maize–bean regional control,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,34,25,,,,,,,,,,,,,Table 6,,"Fig. 8, 10-50 deleted",,
4900,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P2,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Mulch,Maize–bean +light mulch,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,0,0.13,,,,,,,,,,,,,Table 6,,"Fig. 8, 10-50 deleted",,
4901,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P3,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,"Mulch,Hed",Maize–bean+ light mulch + hedges,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,22,16,,,,,,,,,,,,,Table 6,,"Fig. 8, 10-50 deleted",,
4902,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P4,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Hed,Maize–bean+ hedges,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,0,0.06,,,,,,,,,,,,,Table 6,,"Fig. 8, 10-50 deleted",,
4903,2021-08-30,555,Smolikowski,,Q0,RH,JJ,Cabo Verde,Santiago,,CV-STG-P5,2001,1995,2,1,16.54,-23.04,375,22,304,1210,,,Bare,Bare cultivated fallow,,CRO,,"leucaena leucocephala,Pennisetum purpureum Schum., Vetiveria zizanoides,Digitaria horizontalis",Deciduous,Managed,,Vertisols,,62.4,15.8,21.6,,0-10,,7.2,,0.6902,,0.084,8.216666667,,,,,,,20,,,,Runoff plot,,,Runoff plot,100,,,,,,,84,62,,,,,,,,,,,,,Table 6,,"Fig. 8, 10-50 deleted",,
4904,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE1,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,175,,,,Tracer,Caesium 137,875,Runoff plot,875,,,,,,,13.14141414,,,,,,13.01,,,,,0.15,Mg/ha/yr,Organic carbon,Table 5,,,,
4905,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE2,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,275,,,,Tracer,Caesium 137,1375,Runoff plot,1375,,,,,,,2.762951334,,,,,,1.76,,,,,0.1,Mg/ha/yr,Organic carbon,Table 5,,,,
4906,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE3,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,265,,,,Tracer,Caesium 137,1325,Runoff plot,1325,,,,,,,166.3166954,,,,,,96.63,,,,,0.08,Mg/ha/yr,Organic carbon,Table 5,,,,
4907,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE4,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,95,,,,Tracer,Caesium 137,475,Runoff plot,475,,,,,,,16.37,,,,,,16.37,,,,,0.14,Mg/ha/yr,Organic carbon,Table 5,,,,
4908,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE5,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,105,,,,Tracer,Caesium 137,525,Runoff plot,525,,,,,,,45.26,,,,,,45.26,,,,,0.33,Mg/ha/yr,Organic carbon,Table 5,,,,
4909,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE6,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,50,,,,Tracer,Caesium 137,250,Runoff plot,250,,,,,,,15.3,,,,,,15.3,,,,,0.6,Mg/ha/yr,Organic carbon,Table 5,,,,
4910,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE7,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,425,,,,Tracer,Caesium 137,2125,Runoff plot,2125,,,,,,,2.636916836,,,,,,1.3,,,,,0.04,Mg/ha/yr,Organic carbon,Table 5,,,,
4911,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE8,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,145,,,,Tracer,Caesium 137,725,Runoff plot,725,,,,,,,4.524590164,,,,,,4.14,,,,,0.14,Mg/ha/yr,Organic carbon,Table 5,,,,
4912,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE9,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,45,,,,Tracer,Caesium 137,225,Runoff plot,225,,,,,,,15.1,,,,,,15.1,,,,,0.22,Mg/ha/yr,Organic carbon,Table 5,,,,
4913,9/26/2021,556,Gaspar,,Q0,JJ,JJ,Spain,Estana,Estanque Grande de Abajo Lake,ES-SET-SITE10,2020,,,1,42.32,1.66,785.5,12,595,,,,,,,MIX,,,,,,,,5.63,71.89,22.48,,,,8.26,,2.98,,,,,,,,,,265,,,,Tracer,Caesium 137,1325,Runoff plot,1325,,,,,,,24.575,,,,,,19.66,,,,,0.13,Mg/ha/yr,Organic carbon,Table 5,,,,
4914,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 1 ,IT-SAR-HS1,2000,1993,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Cistus sp. And mixed herbaceous,Deciduous,Managed,,,,55,29,16,,,1.6,,,1.733333333,,,,,,,,,,10,10,,,Runoff plot,,,Runoff plot,20,,,,38.33333333,g/m2yr,0.01,0.383333333,,,,,,,,,,,,,,Fig. 10,,,,
4915,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 1 ,IT-SAR-HS1,2000,1994,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Cistus sp. And mixed herbaceous,Deciduous,Managed,,,,55,29,16,,,1.6,,,1.733333333,,,,,,,,,,10,10,,,Runoff plot,,,Runoff plot,20,,,,7,g/m2yr,0.01,0.07,,,,,,,,,,,,,,Fig. 10,,,,
4916,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 1 ,IT-SAR-HS1,2000,1995,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Cistus sp. And mixed herbaceous,Deciduous,Managed,,,,55,29,16,,,1.6,,,1.733333333,,,,,,,,,,10,10,,,Runoff plot,,,Runoff plot,20,,,,2.333333333,g/m2yr,0.01,0.023333333,,,,,,,,,,,,,,Fig. 10,,,,
4917,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 1 ,IT-SAR-HS1,2000,1996,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Cistus sp. And mixed herbaceous,Deciduous,Managed,,,,55,29,16,,,1.6,,,1.733333333,,,,,,,,,,10,10,,,Runoff plot,,,Runoff plot,20,,,,3,g/m2yr,0.01,0.03,,,,,,,,,,,,,,Fig. 10,,,,
4918,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 1 ,IT-SAR-HS1,2000,1997,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Cistus sp. And mixed herbaceous,Deciduous,Managed,,,,55,29,16,,,1.6,,,1.733333333,,,,,,,,,,10,10,,,Runoff plot,,,Runoff plot,20,,,,3,g/m2yr,0.01,0.03,,,,,,,,,,,,,,Fig. 10,,,,
4919,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 2,IT-SAR-HS2,2000,1993,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Burnt macchia,Deciduous,Managed,,,,51,33,16,,,1.2,,,4,,,,,,,,,,10,21,,,Runoff plot,,,Runoff plot,20,,,,25.16666667,g/m2yr,0.01,0.251666667,,,,,,,,,,,,,,Fig. 11,,,,
4920,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 2,IT-SAR-HS2,2000,1994,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Burnt macchia,Deciduous,Managed,,,,51,33,16,,,1.2,,,4,,,,,,,,,,10,21,,,Runoff plot,,,Runoff plot,20,,,,4.166666667,g/m2yr,0.01,0.041666667,,,,,,,,,,,,,,Fig. 11,,,,
4921,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 2,IT-SAR-HS2,2000,1995,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Burnt macchia,Deciduous,Managed,,,,51,33,16,,,1.2,,,4,,,,,,,,,,10,21,,,Runoff plot,,,Runoff plot,20,,,,2,g/m2yr,0.01,0.02,,,,,,,,,,,,,,Fig. 11,,,,
4922,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 2,IT-SAR-HS2,2000,1996,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Burnt macchia,Deciduous,Managed,,,,51,33,16,,,1.2,,,4,,,,,,,,,,10,21,,,Runoff plot,,,Runoff plot,20,,,,2,g/m2yr,0.01,0.02,,,,,,,,,,,,,,Fig. 11,,,,
4923,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 2,IT-SAR-HS2,2000,1997,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,GRA,,Burnt macchia,Deciduous,Managed,,,,51,33,16,,,1.2,,,4,,,,,,,,,,10,21,,,Runoff plot,,,Runoff plot,20,,,,2,g/m2yr,0.01,0.02,,,,,,,,,,,,,,Fig. 11,,,,
4924,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 3,IT-SAR-HS3,2000,1993,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,PLT,,Eucalyptus plantation,Deciduous,Managed,,,,39,39,22,,,1.5,,,1.333333333,,,,,,,,,,10,12.5,,,Runoff plot,,,Runoff plot,20,,,,70.83333333,g/m2yr,0.01,0.708333333,,,,,,,,,,,,,,Fig. 12,,,,
4925,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 3,IT-SAR-HS4,2000,1994,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,PLT,,Eucalyptus plantation,Deciduous,Managed,,,,39,39,22,,,1.5,,,1.333333333,,,,,,,,,,10,12.5,,,Runoff plot,,,Runoff plot,20,,,,15,g/m2yr,0.01,0.15,,,,,,,,,,,,,,Fig. 12,,,,
4926,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 3,IT-SAR-HS5,2000,1995,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,PLT,,Eucalyptus plantation,Deciduous,Managed,,,,39,39,22,,,1.5,,,1.333333333,,,,,,,,,,10,12.5,,,Runoff plot,,,Runoff plot,20,,,,6.666666667,g/m2yr,0.01,0.066666667,,,,,,,,,,,,,,Fig. 12,,,,
4927,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 3,IT-SAR-HS6,2000,1996,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,PLT,,Eucalyptus plantation,Deciduous,Managed,,,,39,39,22,,,1.5,,,1.333333333,,,,,,,,,,10,12.5,,,Runoff plot,,,Runoff plot,20,,,,26.66666667,g/m2yr,0.01,0.266666667,,,,,,,,,,,,,,Fig. 12,,,,
4928,2021-09-02,557,Vacca,,Q0,RH,JJ,Italy,Sardinia,Hillslope 3,IT-SAR-HS7,2000,1997,1,1,39.18,8.95,,17,540,893,,,Conservation ,,,PLT,,Eucalyptus plantation,Deciduous,Managed,,,,39,39,22,,,1.5,,,1.333333333,,,,,,,,,,10,12.5,,,Runoff plot,,,Runoff plot,20,,,,10,g/m2yr,0.01,0.1,,,,,,,,,,,,,,Fig. 12,,,,
4929,2021-08-15,558,Rocha Junior,,Q10,RH,JJ,Brazil,Goiás,Rio Verde,BR-GOI-RV,2017,2004,2,0.416666667,-51,-18,,23.3,1550,,,,Fertilization,"Pig slurry,Chemical fertilizer",0.416666667,CRO,,,,,, clayey Oxisol,Clay,0.34,0.19,0.49,,,1.012,4.5,,,,0.145,,,,,,,,3.6,2,,,Runoff plot,,,Runoff plot,7.2,Each rainfall event,,3,,,,,,,,,,,,,,,,,,Table 2,,,,
4930,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,PA,VN-HB-PA1,2012,2006,2,1,20.95,105.48,,20,1600,960,,1252,Fertilization,"Paspalum atratum,2006",,CRO,,Paspalum atratum,Deciduous,,,Acrisol and Ultisol,,,,,,,0.8,5,,2.7,,0.25,10.8,,27,,,,,1,9,,,Runoff plot,,,Runoff plot,1,Each rainfall event ,,3,252.1,g/m²/a,0.01,2.521,,1.05,,,,191.556,,22.536,,,,,,Table 2,,,,
4931,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,PA,VN-HB-PA2,2012,2006,2,1,20.95,105.48,,20,1600,960,,1409,Fertilization,"Paspalum atratum,2007",,CRO,,Paspalum atratum,Deciduous,,,Acrisol and Ultisol,,,,,,,0.8,5,,2.7,,0.45,6,,27,,,,,1,8.594366927,,,Runoff plot,,,Runoff plot,1,Each rainfall event ,,3,98.8,g/m²/a,0.01,0.988,,0.587,,,,157.808,,9.863,,,,,,Table 2,,,,
4932,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,PA,VN-HB-PA3,2012,2007,2,1,20.95,105.48,,20,1600,960,,1409,Fertilization,"Paspalum atratum,2007",,CRO,,Paspalum atratum,Deciduous,,,Acrisol and Ultisol,,,,,,,0.8,5,,2.7,,0.38,7.105263158,,27,,,,,5,9,,,Runoff plot,,,Runoff plot,5,Each rainfall event ,,3,10.3,g/m²/a,0.01,0.103,,0.036,,,,33.816,,1.409,,,,,,Table 2,,,,
4933,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,PM,VN-HB-PM1,2012,2006,2,1,20.95,105.48,,20,1600,960,,1252,Fertilization,"Panicum maximum,2006",,CRO,,Panicum maximum,Deciduous,,,Acrisol and Ultisol,,,,,,,0.9,5,,3.04,,0.2,15.2,,25.92,,,,,1,9,,,Runoff plot,,,Runoff plot,1,Each rainfall event ,,3,13.8,g/m²/a,0.01,0.138,,0.04,,,,43.82,,6.26,,,,,,Table 2,,,,
4934,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,PM,VN-HB-PM2,2012,2006,2,1,20.95,105.48,,20,1600,960,,1409,Fertilization,"Panicum maximum,2007",,CRO,,Panicum maximum,Deciduous,,,Acrisol and Ultisol,,,,,,,0.9,5,,3.04,,0.47,6.468085106,,25.92,,,,,1,8.594366927,,,Runoff plot,,,Runoff plot,1,Each rainfall event ,,3,18.9,g/m²/a,0.01,0.189,,0.084,,,,61.996,,14.09,,,,,,Table 2,,,,
4935,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,PM,VN-HB-PM3,2012,2007,2,1,20.95,105.48,,20,1600,960,,1409,Fertilization,"Panicum maximum,2007",,CRO,,Panicum maximum,Deciduous,,,Acrisol and Ultisol,,,,,,,0.9,5,,3.04,,0.39,7.794871795,,25.92,,,,,5,9,,,Runoff plot,,,Runoff plot,5,Each rainfall event ,,3,14,g/m²/a,0.01,0.14,,0.09,,,,42.27,,14.09,,,,,,Table 2,,,,
4936,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,SG,VN-HB-SG1,2012,2006,2,1,20.95,105.48,,20,1600,960,,1252,Fertilization,"Stylosanthes guianensis,2006",,CRO,,Stylosanthes guianensis,Deciduous,,,Acrisol and Ultisol,,,,,,,0.9,5,,3.02,,0.25,12.08,,16.56,,,,,1,9,,,Runoff plot,,,Runoff plot,1,Each rainfall event ,,3,69.8,g/m²/a,0.01,0.698,,0.51,,,,155.248,,37.56,,,,,,Table 2,,,,
4937,2021-08-20,560,Phan Ha,,Q0,RH,JJ,Vietnam,Hoa Binh,SG,VN-HB-SG2,2012,2007,2,1,20.95,105.48,,20,1600,960,,1409,Fertilization,"Stylosanthes guianensis,2007",,CRO,,Stylosanthes guianensis,Deciduous,,,Acrisol and Ultisol,,,,,,,0.9,5,,3.02,,0.48,6.291666667,,16.56,,,,,1,8.594366927,,,Runoff plot,,,Runoff plot,1,Each rainfall event ,,3,118.5,g/m²/a,0.01,1.185,,0.98,,,,204.305,,21.135,,,,,,Table 2,,,,
4938,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU1,2011,2005,1,1,,,740,15.8,800,,,500,Conservation ,Cereal crop,,CRO,,,,,,Distric cambisols,,74.18,20.99,4.92,,,0.85,,,0.319,,,,,,,,,,8,5.74,36,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,412.9,g/m²/a,0.01,4.129,,,,,,37.75,,,,,,,,Table 3,,,,
4939,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU2,2011,2005,1,1,,,740,15.8,800,,,500,Conservation ,Fallow land,,CRO,,,,,,Distric cambisols,,76.7,19.01,4.3,,,1.23,,,0.3074,,,,,,,,,,8,5.74,40,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,12,g/m²/a,0.01,0.12,,,,,,23.25,,,,,,,,Table 3,,,,
4940,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU3,2011,2005,1,1,,,740,15.8,800,,,500,Conservation ,Shrub land,,CRO,,,,,,Distric cambisols,,71.96,22.5,5.48,,,1.04,,,0.8004,,,,,,,,,,8,5.74,92,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,0,g/m²/a,0.01,0,,,,,,0.06,,,,,,,,Table 3,,,,
4941,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU4,2011,2005,1,1,,,740,15.8,800,,,500,Conservation ,Recovering oak,,CRO,,,,,,Distric cambisols,,69.17,25.34,5.48,,,0.91,,,0.8468,,,,,,,,,,8,5.74,98,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,0,g/m²/a,0.01,0,,,,,,0,,,,,,,,Table 3,,,,
4942,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU5,2011,2005,1,1,,,740,15.8,800,,,500,Conservation ,Afforested land,,CRO,,,,,,Distric cambisols,,71.11,24.02,4.88,,,0.81,,,0.4872,,,,,,,,,,8,5.74,14,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,301.1,g/m²/a,0.01,3.011,,,,,,43.38,,,,,,,,Table 3,,,,
4943,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU6,2011,2005,1,1,,,740,15.8,800,,,500,Conservation ,Pasture land,,CRO,,,,,,Distric cambisols,,72.04,22.77,5.19,,,1.22,,,0.4234,,,,,,,,,,8,5.74,71,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,0,g/m²/a,0.01,0,,,,,,0.13,,,,,,,,Table 3,,,,
4944,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU1,2011,2006,1,1,,,740,15.8,800,,,1200,Conservation ,Cereal crop,,CRO,,,,,,Distric cambisols,,74.18,20.99,4.92,,,0.85,,,0.319,,,,,,,,,,8,5.74,36,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,841.2,g/m²/a,0.01,8.412,,,,,,117.81,,,,,,,,Table 3,,,,
4945,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU2,2011,2006,1,1,,,740,15.8,800,,,1200,Conservation ,Fallow land,,CRO,,,,,,Distric cambisols,,76.7,19.01,4.3,,,1.23,,,0.3074,,,,,,,,,,8,5.74,40,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,29.8,g/m²/a,0.01,0.298,,,,,,70.25,,,,,,,,Table 3,,,,
4946,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU3,2011,2006,1,1,,,740,15.8,800,,,1200,Conservation ,Shrub land,,CRO,,,,,,Distric cambisols,,71.96,22.5,5.48,,,1.04,,,0.8004,,,,,,,,,,8,5.74,92,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,1.2,g/m²/a,0.01,0.012,,,,,,2.03,,,,,,,,Table 3,,,,
4947,2021-08-22,561,Nunes,,Q0,RH,JJ,Portugal,Côa river catchment,,PT-CRC-LU4,2011,2006,1,1,,,740,15.8,800,,,1200,Conservation ,Recovering oak,,CRO,,,,,,Distric cambisols,,69.17,25.34,5.48,,,0.91,,,0.8468,,,,,,,,,,8,5.74,98,,Runoff plot,,,Runoff plot,16,Each rainfall event,,,1.4,g/m²/a,0.01,0.014,,,,,,0.66,,,,,,,,Table 3,,,,
