"Sort_ID","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Checker","Country","Region","Site_name","Site_ID","Paper_year","Study_midyear","YearsOfData","Annual_coverage","Latitude","Longitude","Elevation","MAT","MAP","MPET","Study_temp","Study_precip","Manipulation","Manipulation_level","Manipulation_age","IGBP.x","Ecosystem_age","Species","Leaf_habit","Ecosystem_state","LAI","Soil_family","Soil_texture","Soil_sand","Soil_silt","Soil_clay","Soil_rock","Soil_depth","Soil_BD","Soil_pH","Soil_SAR","Soil_SOC","Soil_C_stock","Soil_N","Soil_CN","Crust","Ksat","E","I30","EI30_R","K","L","Slope","Plant_cover_C","P","Meas_method","Field_scale","Field_area","Measure_time","Measure_interval","Replication","ER_annual_paper","ER_annual_units","Convertor","ER_annual","ER_Sedt_se","ER_Sedt_sd","ER_max","ER_maxday","Sediment_annual","Runoff_annual","Runoff_se","Runoff_sd","Runoff_max","Runoff_max_day","Leaching","Leaching_unit","Leaching_type","Data_source","Notes","Comments1","Comments2","Comment3","X","X.1","X.2","Tannual_del","Pannual_del","Latitude2","Longitude2","IGBP.y","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","MAT_Del","MAP_Del","IGBP","Soil_Group","Meas_method_group"
3728,"2021-08-17",337,"Zheng 2006",NA,"","XD","JJ","China","Shannxi","Ziwuling forest","CN-SN-PLOT6",2006,1994,1,1,34.099,108.008,1300,8,630,NA,NA,650,"","","","FOR",NA,"Quercus Ziaotungensi Koidzumi), poplar (Populusdawidiana Dode), and birch (Betula platyphylla Sukaczev","Deciduous","",NA,"","",6.7,72.1,21.2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,39.5,NA,NA,"Runoff plot","Runoff plot",253.5,"",NA,NA,"","",NA,0.144,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,15.0083333333333,581.4,34.25,108.25,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",14.74,608.63,"FOR","OTH","Runoff plot"
3729,"2021-08-17",337,"Zheng 2006",NA,"","XD","JJ","China","Shannxi","Ziwuling forest","CN-SN-PLOT7",2006,1994,1,1,34.099,108.008,1300,8,630,NA,NA,650,"Deforest","","","BSV",NA,"Quercus Ziaotungensi Koidzumi), poplar (Populusdawidiana Dode), and birch (Betula platyphylla Sukaczev","Deciduous","",NA,"","",6.7,72.1,21.2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.3,23.5,NA,NA,"Runoff plot","Runoff plot",1409.7,"",NA,NA,"","",NA,159.69,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,15.0083333333333,581.4,34.25,108.25,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",14.74,608.63,"BSV","OTH","Runoff plot"
3730,"2021-08-17",337,"Zheng 2006",NA,"","XD","JJ","China","Shannxi","Ziwuling forest","CN-SN-PLOT8",2006,1994,1,1,34.099,108.008,1300,8,630,NA,NA,650,"","","","FOR",NA,"Quercus Ziaotungensi Koidzumi), poplar (Populusdawidiana Dode), and birch (Betula platyphylla Sukaczev","Deciduous","",NA,"","",6.7,72.1,21.2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.4,23.5,NA,NA,"Runoff plot","Runoff plot",1664.8,"",NA,NA,"","",NA,0.1,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,15.0083333333333,581.4,34.25,108.25,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",14.74,608.63,"FOR","OTH","Runoff plot"
3731,"2021-08-17",338,"Zheng et al. 2006",NA,"Q12","XD","JJ","China","Shangqiao gully catchment","","CN-SC-NA",2006,1994,1,1,39.75,118.3,NA,NA,1064,NA,NA,NA,"","","","CSH",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Radioisotopic","Catchment",290000,"",NA,NA,"","",NA,31.89,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","SI of study 259","","","","",NA,NA,NA,12.3083333333333,561.2,39.75,118.25,"URB","Urban","URB",0,"Dwa","Dsw","Urban",11.7,627.7,"CSH","OTH","Radioisotopic"
3732,"2021-08-17",339,"Singh and Phadke, 2006",NA,"","XD","JJ","India","Jamni River","","IN-JR-NA",2006,1994,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"","","","MIX",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Model","Catchment",4.97e+09,"",NA,NA,"","",NA,NA,NA,NA,NA,"",3.22,NA,NA,NA,NA,"",NA,"","","SI of study 259","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIX","OTH","Model"
3733,"2021-08-17",340,"Muleta et al. 2006",NA,"","XD","JJ","Ethiopia","Lake Alemaya catchment","","ET-LAC-NA",2006,1994,1,1,9.23,41.967,2422,NA,801,NA,NA,NA,"","","","CRO",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Model","Catchment",5e+07,"",NA,NA,"","",NA,31.3,NA,NA,NA,"",2.13466,NA,NA,NA,NA,"",NA,"","","Abstract","","","","",NA,NA,NA,14.625,857,9.25,41.75,"GRA","Grassland","GRA",0,"Cfb","Cf","Grassland",14.89,841.46,"CRO","OTH","Model"
3734,"2021-08-17",341,"De Santiesteban et al. 2006",NA,"","XD","JJ","Spain","La Matea 1","","ES-LM-AVG",2006,1994,2,1,42.81,-1.65,NA,13.5,NA,NA,NA,NA,"Abandoned","","","CRO",NA,"","","",NA,"","Loam",NA,NA,NA,NA,"",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,2.7,NA,NA,"Erosion pins","Catchment",6800,"",NA,NA,"","",NA,161.9,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Abstract","","","","",NA,NA,NA,13.2083333333333,668,42.75,-1.75,"CRO","Agriculture","CRO",0,"Cfb","Cf","Agriculture",12.27,637.03,"CRO","L","Topography"
3735,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS1",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,39,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3736,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK1",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,31,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3737,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS2",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,33,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3738,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK2",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,40,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3739,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS3",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,39,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3740,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK3",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,37,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3741,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS4",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,42,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3742,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK4",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,34,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3743,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS5",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,34,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3744,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK5",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,39,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3745,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS6",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,37,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3746,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK6",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,28,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3747,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS7",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,39,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3748,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK7",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,33,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3749,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS8",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,34,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3750,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK8",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.448451337,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,29,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3751,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS9",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,25,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3752,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK9",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,16,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3753,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS10",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,22,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3754,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK10",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,24,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3755,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS11",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,32,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3756,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK11",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,25,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3757,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS12",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,28,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3758,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK12",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,23,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3759,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS13",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,32,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3760,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK13",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,35,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3761,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS14",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,9,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3762,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK14",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,15,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
3763,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CS15",2006,1981,40,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Caesium 137","Runoff plot",100,"",NA,NA,"","",NA,22,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Caesium 137"
3764,"2021-08-17",342,"Correchel et al. 2006",NA,"","XD","JJ","Brazil","Campinas","","BR-CM-CK15",2006,1981,60,1,-22.13,-47,580,NA,1400,NA,NA,NA,"","","","CRO",NA,"","","",NA,"Typic Hapludox","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.729577951,NA,NA,"Runoff plot","Runoff plot",100,"",NA,NA,"","",NA,17,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"","","Table 3","","","","",NA,NA,NA,20.9333333333333,1067.6,-22.25,-47.25,"CVM","Agriculture","CRO",0,"Cfa","Cf","Agriculture",21.11,1285.07,"CRO","OTH","Runoff plot"
